"","log2FoldChange","pvalue","padj","meanTPM_L14","meanTPM_L35"
"Irf7",-2.45879331090195,6.99045756800019e-22,5.65143542084975e-19,292.557609343968,51.0124114433729
"Ifit1bl1",-1.6898056383113,1.73299756060829e-21,1.33432559797502e-18,75.9534061867229,23.0867399395129
"Klra5",-2.58085862039589,5.07066759105557e-21,3.72671019453534e-18,20.6601045321832,3.34265414595574
"Ly6a",-3.26589497416926,6.33908640586696e-21,4.45637774332447e-18,397.210587959092,39.8901047865759
"Csf2",2.62033277238487,7.54087686905313e-21,5.08035158732167e-18,2.36503132597171,15.4192845375721
"Rsad2",-2.51993564048481,2.34940045955411e-20,1.51949824122122e-17,19.0441725148185,3.19708136520089
"H2-T24",-1.74738968005076,7.23094738135981e-20,4.49681493112334e-17,25.6660919976379,7.53933405503592
"Gm6545",-3.73133474793755,3.83482304487324e-19,2.2964908819465e-16,4.35605472521998,0.304568161142538
"Cmpk2",-2.74346095467138,6.43600298254163e-19,3.71656186516841e-16,11.2169694956178,2.1319719645341
"Card6",1.87203091904917,7.89096367967929e-19,4.28795223679679e-16,1.75366933146074,7.66731257635102
"Ckap2l",-1.82181322959361,8.48626826504406e-19,4.28795223679679e-16,20.6549947616327,5.69868832702491
"Ifi213",-2.1636869388014,8.38895249351269e-19,4.28795223679679e-16,117.286750752671,23.2550938927646
"Zbp1",-1.30584366525474,8.15837816648734e-19,4.28795223679679e-16,163.270121400921,69.9294982735615
"Apol9b",2.55857983722479,1.37219637605444e-18,6.72334642558309e-16,1.45879595489054,9.07794851224814
"Pip5k1b",2.1152791438852,1.52196060264497e-18,7.23781793651955e-16,1.19885391903689,5.00853282116228
"Rtp4",-2.09603711911482,2.04834949245056e-18,9.46278941240946e-16,350.312778492309,79.9643948933405
"Sell",-3.22303754931047,3.87005465056291e-18,1.7381920456931e-15,168.741865488576,16.2279718947182
"Sfrp4",-3.6389987576143,6.77748761649577e-18,2.96176208840865e-15,64.2546311617131,4.42600203220486
"Sema6d",3.07044014447473,1.02426284491281e-17,4.24648870240905e-15,0.22789070236644,1.8698519620267
"Trgj4",4.36942941128982,9.99294038947006e-18,4.24648870240905e-15,27.7398813881995,646.556864855811
"Zfp683",2.30343986495019,1.19702095595498e-17,4.83865795920902e-15,2.92057313841992,15.1492893303293
"Actn2",1.49756769392451,1.77393211875605e-17,6.99578254345526e-15,38.6340814751297,117.169538686949
"Dhx58",-1.69623063369453,4.56722188302084e-17,1.75827168158486e-14,52.3695493491766,15.5631566785669
"Plce1",3.44590102723525,6.03263506604273e-17,2.26841107867081e-14,0.161037661436073,1.03245797277567
"Itgae",2.32968188796719,6.59003016737746e-17,2.42168631309832e-14,0.307867198366807,1.6448333006227
"Ablim2",4.45330404548143,1.00193176229598e-16,3.60005214768081e-14,0.209050467850435,7.41768918847815
"Slfn1",-1.57732984337848,1.17705203540275e-16,4.13733790444066e-14,183.391165194369,59.9201111738477
"Ifi214",-2.5035500946383,1.53312122902662e-16,5.27426322385775e-14,65.0073472213028,9.70246483514619
"B3gnt7",2.77423476377933,2.05644320260402e-16,6.92721461310507e-14,0.593703943329059,4.32195700078642
"Spry2",1.85947410022769,2.65010232695769e-16,8.74479684175079e-14,72.1154527716376,273.654467399803
"Nmral1",-1.48106825304176,3.09687913139636e-16,1.00146877351096e-13,43.7767566733254,14.539768659501
"Usp18",-2.83826480284023,3.24243342441969e-16,1.02797854979298e-13,121.234063724546,16.9460750939195
"P2rx7",2.46969735045549,5.1051493678531e-16,1.58740692555417e-13,3.25875814527453,15.8804502528676
"Isg20",-1.34840758107565,1.05381521825574e-15,3.21493174792021e-13,109.427755971503,40.6112104546201
"Clca3a1",-3.03523161110355,1.2885779683972e-15,3.85833651315081e-13,1.4126737893785,0.164963745641046
"Cd7",1.42710462743573,1.86819870086492e-15,5.49216450805181e-13,2010.29110484698,5645.46552875623
"Oas3",-2.38978860851412,3.62098819638159e-15,1.04549568120168e-12,13.5095740464882,2.5062154157921
"Apol7e",1.18067403643785,9.76602736099483e-15,2.77029642806887e-12,52.2587605683998,122.822193326767
"Ctnnd2",2.04819111685958,1.12453636008434e-14,3.13493593210408e-12,0.639451952998433,2.59453324499311
"Ly6c2",-3.16578280959229,2.20169913541027e-14,6.03377513905911e-12,1082.06099521096,111.909445547779
"Ifi209",-2.39274215545973,3.38296545713908e-14,9.11652807941362e-12,114.33921832326,19.2019225834922
"Trim30a",-1.57724279683669,4.77363919858378e-14,1.26532741314592e-11,81.8324525686454,26.5348674758171
"Cenpa",-1.25330627619512,5.12422446756911e-14,1.33634815187298e-11,194.496802041675,78.5791286013567
"Bub1",-1.66881643747763,6.87336183258471e-14,1.76405376938194e-11,6.4035175057771,1.93432418549612
"Ccl7",-4.79746979067208,9.57899163656536e-14,2.42004243393164e-11,6.62074182360508,0.205336936743927
"Cd3g",1.21178271003369,1.14548502023797e-13,2.84943804495812e-11,1133.9314682271,2725.38558415001
"Prim1",-1.23630402832342,1.46381125942748e-13,3.58611579601257e-11,54.9470648167748,23.0240108605368
"Cfap126",1.30724383241889,1.77913106213792e-13,4.29354778264299e-11,18.4059016912261,47.2930984118347
"Pclaf",-1.58261935121988,1.90185928386336e-13,4.52222981776274e-11,127.464217637978,41.4727237549313
"Ifi206",-2.15218267346254,2.41155332164082e-13,5.65107328371165e-11,63.7852566587231,13.5371382723925
"Ccl5",1.46057877039667,2.73275428016033e-13,6.22336675435385e-11,12483.9426535526,35944.5457705327
"Ifih1",-1.85284489344117,2.698802151719e-13,6.22336675435385e-11,18.4949555582892,5.14264834835003
"Ccne2",-1.7650166575214,5.58107660218363e-13,1.25333927195427e-10,12.8562684528076,3.63145696929768
"Sec1",-4.59489619069658,6.83271271557262e-13,1.51339906709717e-10,0.727429222346137,0.025214741086506
"Mx1",-2.27716971282,8.36928160496266e-13,1.82868803068434e-10,28.0442776212614,5.16280144782602
"Parp9",-1.25281038136067,9.63415920129732e-13,2.07699626834369e-10,58.7669141094804,24.4138333446244
"Ifitm10",2.40988573441014,1.25745447438418e-12,2.67523439425235e-10,3.09745356978636,16.8645040348561
"Tmem107",-1.48187650535447,1.8059584256519e-12,3.79227815381371e-10,15.06347605502,5.24479415837007
"Ifit3b",-2.63607842269943,1.86532898890565e-12,3.86673133610454e-10,22.2327235677902,3.36739600226772
"Gbp3",-1.46032560659723,1.99393930528977e-12,4.08101324395321e-10,32.0850892286068,11.1102325405719
"Arnt2",4.31433699845762,2.1151157630254e-12,4.27491334654471e-10,0.0896165996725583,0.842415178183063
"Rnf43",1.89182577097601,2.35468782764567e-12,4.67325667490283e-10,1.47086866062718,4.4806155688526
"Trgv4",3.97114395120117,2.37001080674149e-12,4.67325667490283e-10,2.51363005340437,45.6170688607292
"Fbxo5",-1.4807088668915,2.54074385304715e-12,4.94955269396619e-10,44.8651919059696,15.5703455865776
"Herc6",-1.34194698052706,3.8743342170794e-12,7.4576321376139e-10,26.1127848424013,11.7167505066514
"Trat1",3.32363847343972,4.76926478405532e-12,9.0722637992224e-10,1.57141239738566,25.9561217869561
"Zbtb32",-3.06302108676459,5.10069782281171e-12,9.58990501128402e-10,35.2363155928536,4.53074030965056
"Plekhf1",1.23251284445004,5.92799781954584e-12,1.10172180165789e-09,2.97530148220085,7.29344658420161
"Klhl4",9.9958881327189,6.03514981317628e-12,1.10889019692327e-09,0,0.811220155993032
"Trgv5",2.68735986475836,7.26559109783103e-12,1.31997014000932e-09,3.41772751230086,23.2693722931186
"Tmod1",-1.67417166132598,7.46632060259614e-12,1.3413659758153e-09,9.96096369820419,3.09561396230285
"Dpp4",-1.75263200364416,8.44918629391715e-12,1.50126256248732e-09,20.845181389894,7.3271465323227
"Dhfr",-1.26803012107681,9.15195435588589e-12,1.60845597804695e-09,8.03659895752466,3.23330599796321
"Rab6b",1.75697224441808,9.68107149215213e-12,1.68315317157643e-09,0.406429037097682,1.49413065992673
"Cpne7",2.56862848914764,1.06374589160119e-11,1.8297560980106e-09,0.203100935891654,1.10953558693947
"Slc6a19",-5.37837161260174,1.07555361221607e-11,1.83059224799175e-09,0.930859907594593,0.0168575408054426
"Ms4a6b",-1.00290883076611,1.13272374306324e-11,1.90781356266557e-09,434.048623711145,216.808845198136
"Ddx60",-1.73746484142771,1.31406857365555e-11,2.19043038839553e-09,19.3080127727657,6.02029643363234
"Myb",-3.41566372870878,1.37949720419147e-11,2.27602962189509e-09,6.82111226961561,0.824697855222092
"Cenpp",-1.54249460231746,1.54691769130065e-11,2.50121121506403e-09,15.3396367143486,4.95104007917453
"Rad51ap1",-1.57109710604935,1.54321907000983e-11,2.50121121506403e-09,25.4614229452674,7.69077806087026
"Serpina1a",2.26159893619404,1.9433915157152e-11,3.11115816015833e-09,0.548479580784936,2.91809784362709
"Trim25",-1.08119687600233,2.03510387054101e-11,3.22603867478212e-09,11.7488116603416,5.53772112798033
"B3galt5",3.04965979094655,3.28463111164985e-11,5.1562330528414e-09,0.400237463933167,3.44998726495365
"Slfn8",-1.71610798356492,4.11920722617087e-11,6.40417900384199e-09,24.9929803937153,7.33700239905318
"Rad54l",-1.30604859688933,4.85645404007354e-11,7.47847670228086e-09,15.3021376034182,7.00853067128202
"Hsh2d",-1.16338930331473,4.91263016962624e-11,7.49361483138554e-09,36.7484964456813,15.8443989990791
"Cit",-1.2657236411296,5.13103685916788e-11,7.75362009120426e-09,12.4630312310305,5.36208923837494
"3830403N18Rik",-2.64573992140503,5.34445450619081e-11,8.00134119542585e-09,2.45119216032335,0.365273043017942
"Ppic",1.67272260124196,7.01830389253962e-11,1.04109133613278e-08,3.05291127443692,10.4126131275324
"Pdgfb",1.33733907775965,7.18214924725667e-11,1.05571064708085e-08,8.84368055243615,22.6507265613572
"Iigp1",-2.09261913167994,7.52754002455273e-11,1.09651166357651e-08,6.55606468428029,1.55055701965573
"Ckap2",-1.44225535194337,8.4833597006629e-11,1.22470931250016e-08,15.7276303033371,5.81863532087648
"Ltf",2.76376259908637,1.22712188371281e-10,1.75587024227897e-08,6.83694660107879,48.7114431067367
"Dlgap5",-1.13915276930763,1.29153160910332e-10,1.83182233224488e-08,17.2937271877631,10.3352371661295
"Lgals3bp",-1.13351245955869,1.42023441955165e-10,1.99684959388962e-08,208.616767627781,95.0708121203414
"Dgkh",-1.45141851714077,1.46629069290014e-10,2.04383225978469e-08,2.00022112973303,0.651277856202397
"F2rl1",1.87018796450902,1.5589790652184e-10,2.15445576970224e-08,1.54230137879297,6.06914121272719
"Cenpi",-1.278875093361,1.58677454964376e-10,2.17428455027034e-08,8.02522520751658,3.2868187334341
"Stat1",-1.05023730090495,1.76913277556479e-10,2.40379057547118e-08,216.668309061134,100.874690362126
"Aurkb",-1.41506301154139,1.96538414526251e-10,2.62630547477269e-08,43.7825502318721,16.0053367274912
"Oasl1",-2.58020016348367,1.95005240954537e-10,2.62630547477269e-08,30.019756432868,4.49474743836105
"Cdca8",-1.19388214545808,2.53562920985509e-10,3.3605400568973e-08,72.6775182493821,29.8485189447248
"Fam81a",-2.10230143125438,2.68025977206912e-10,3.52334311012891e-08,3.42143084591097,1.92953713842258
"Itga1",1.45460888896637,2.77692849607309e-10,3.62098039137144e-08,7.05028262260638,20.353266511355
"Gcsam",1.4780853523812,2.81044797903977e-10,3.63537066984752e-08,17.2783169047916,51.3309200465752
"Spns3",1.75306429139581,2.96589952644975e-10,3.8060023367592e-08,1.61933196711887,5.85798408394285
"Phf11a",-1.47936555289713,3.5231652187338e-10,4.48551641115802e-08,51.870170727853,17.8283602778809
"Camk4",-1.09097540068865,3.56482053237142e-10,4.50309243655574e-08,36.7201831969407,17.1092762573832
"Adgrg5",1.18589316813129,3.74526579874467e-10,4.69435679844206e-08,7.28924622200799,16.6875059616109
"Hist1h2ap",-1.33764879645576,3.91688005760254e-10,4.87169489625966e-08,775.014284870157,294.120897111836
"Gm5124",2.40357797196879,4.75749161408449e-10,5.87205205405588e-08,0.220688087107762,1.31465870647122
"Tnfsf10",1.08371160288006,4.81666842638995e-10,5.90005392320448e-08,11.2192418779878,24.2384761419896
"Mnd1",-2.39979332330608,4.86119663252346e-10,5.90982619182495e-08,7.63164099626047,1.31867408617604
"Slc28a2b",-3.36805658827888,5.15533279389629e-10,6.22063999585888e-08,3.68323396290694,0.608816382363326
"Ndc1",-1.20623830223024,5.24639737850012e-10,6.23742641271827e-08,7.22427670808448,3.09378853034006
"Rflnb",1.53370823254189,5.23062950338147e-10,6.23742641271827e-08,1.4439423941324,4.46241961005858
"Mcm8",-1.32129377957204,6.95176180383725e-10,8.14514758016264e-08,3.86659662752075,1.64467189678302
"Smpd5",1.27752622253641,6.91583694717662e-10,8.14514758016264e-08,16.1884727793853,41.6601746098057
"H2ac14",-1.26610762877123,7.90528392426781e-10,9.19572199794865e-08,184.13625101444,73.6359574454275
"Prune2",-1.33579497072323,8.11922414342838e-10,9.3771239410781e-08,1.34595061457687,0.581481049889055
"Cxcl10",-2.07941430468834,8.34968250065896e-10,9.57489477681949e-08,59.6920229437912,13.1047213443624
"E2f8",-1.54012415205121,9.42701582389005e-10,1.07341844265126e-07,4.04156442960005,1.31368686611924
"Ndc80",-1.56941905249005,1.004512371161e-09,1.13580143561554e-07,22.7869383030567,7.14979851065541
"Depdc1a",-1.93188244152879,1.03119851261691e-09,1.15787838545159e-07,10.4024738202068,2.5331014409882
"Oip5",-1.41676087402333,1.26578537775475e-09,1.41148163951148e-07,12.1686672347738,4.14857424649853
"Atp2b4",1.19884374725161,1.32397054490896e-09,1.45627753337639e-07,22.0933668450533,27.2353531295838
"Ccnb2",-1.34699219825808,1.3207127886194e-09,1.45627753337639e-07,116.065412296054,43.9543407984057
"Ska1",-1.4375862909357,1.38042235574364e-09,1.50811142364993e-07,14.2400402005976,4.96623764739994
"Kif4",-1.66234647213145,1.44640566235048e-09,1.56959282916409e-07,5.75402463759545,1.67386582948254
"Lrr1",-1.78835092032107,1.54321590442021e-09,1.66348386390469e-07,5.61333325001021,1.43286242824184
"Marco",-2.43632276506662,1.5919943159224e-09,1.70469907908273e-07,2.11180759575508,0.350527853569171
"Htra3",2.51833969538579,1.64229265021458e-09,1.74698880666576e-07,1.1221959273032,6.70886581714042
"Nt5c3",-1.0689998346151,1.68113321293688e-09,1.77661718431219e-07,84.0567562317503,39.3827528443362
"Rnaseh2b",-0.989198879985247,1.97845028080879e-09,2.07724432405177e-07,63.1360116615397,28.6121784337666
"Exo1",-1.35399628498111,2.03691147377213e-09,2.124827201253e-07,11.3421112683171,3.58776946667075
"Nusap1",-1.49665630723035,2.06742514493182e-09,2.14283315182068e-07,51.1242635714648,17.6373261211265
"Selenom",1.79793047750581,2.16155241304327e-09,2.22612362843928e-07,3.22392271853322,12.4470128480101
"Sema4a",1.21915225179388,2.21370764971056e-09,2.26540753089684e-07,9.54036024189428,23.2797030400065
"Arhgef9",-2.64762462942196,2.23534954302894e-09,2.27316772083239e-07,2.89566302265552,0.455257089991441
"Gtse1",-1.10980065650862,2.26863851944843e-09,2.2926010138101e-07,9.21888669242591,4.13679060962947
"Tk1",-1.1007155393645,2.61525012582239e-09,2.62645834064735e-07,110.078528208037,49.4091744573938
"Lat2",1.25618968725006,2.84528758612813e-09,2.83984290000652e-07,79.8041285681006,195.184347999676
"Crebl2",1.16230355074819,3.09197117497805e-09,3.06712159068835e-07,4.33815717644144,9.76608363224404
"Izumo4",1.25208742020994,3.1486218175811e-09,3.10427232734566e-07,22.6154308457447,57.8139783582911
"Pbk",-1.2849635638711,3.29195901958735e-09,3.22592032652774e-07,32.0024847826965,12.4850044761855
"Ifi27",1.08738382182483,3.38473455822751e-09,3.2968537995169e-07,141.649469781043,311.963405967922
"Troap",-1.39657026191458,3.85492411523881e-09,3.73235137840098e-07,7.2834199840789,2.73847180792892
"Ttk",-1.92887784935143,4.16660747042642e-09,4.01011167793599e-07,8.8803818131304,2.21542293230407
"Trav12-1",-4.10285827285606,4.28365801435830e-09,4.09837079492067e-07,10.0835869644052,0.527094884729435
"Atp8a2",2.2698091937115,4.38087251864806e-09,4.1667251620012e-07,0.244523024970378,2.9181108674144
"H2bc14",-2.15210309739131,4.74906370110318e-09,4.49050356626534e-07,8.02137142323091,1.6325204701443
"Mis18bp1",-1.94710054994004,4.78697077136121e-09,4.50003083733369e-07,9.90800867220248,2.3573160019211
"Ms4a4b",-1.57994679283581,4.88900570042659e-09,4.56938342024264e-07,1394.45113279989,428.372039435285
"Gm10718",2.61749662128222,5.28072436185095e-09,4.90712828774529e-07,1.21344186957226,8.3768979209883
"Gpr55",-1.19396577691305,5.7116355330875e-09,5.27722485339953e-07,10.9095429057136,4.58157075966952
"Heyl",2.36629091377339,5.81965366334387e-09,5.34647614105721e-07,0.384992396208592,2.41239002784514
"Hcst",0.958116683196966,6.15302419971783e-09,5.62080498786653e-07,540.465165974547,1087.03946862675
"Ifit2",-1.78795166004441,6.18973880354954e-09,5.62257790531419e-07,23.7685295546046,6.51107134518228
"Gm4739",-0.983348416800284,6.32442829442155e-09,5.71283134594984e-07,813.443587216178,399.477905259827
"Neil3",-1.66625309775637,6.68006040358625e-09,6.00054981475478e-07,13.6411784879378,4.06922281463748
"Lef1",-2.52293754773512,7.07930152435422e-09,6.28929815094964e-07,20.128453595586,2.81423510689123
"Ska3",-1.29033010783624,7.04723537757898e-09,6.28929815094964e-07,12.7465588775627,4.83171195325014
"Cep55",-1.50223186866619,7.27028029904137e-09,6.4148081354253e-07,12.4293992696947,4.10570722641318
"Klk1b27",1.80610954411014,7.29992390944557e-09,6.4148081354253e-07,2.29742863255217,8.81553009979382
"Nampt",-1.15593647862332,7.65119000627774e-09,6.68714006548675e-07,18.149711616339,7.84940800260626
"Zfyve28",1.33202500241618,8.00931163025651e-09,6.96250321234502e-07,1.80934857402447,3.53463127508382
"Aplp1",1.39371594937764,8.39466546884584e-09,7.2198588279664e-07,2.72711122496797,6.85290466123104
"Ift80",-1.10889842017076,8.35894131233366e-09,7.2198588279664e-07,10.5958553500058,4.98940609504162
"Pdzk1",2.59902510454135,8.65821422014991e-09,7.40712517066688e-07,0.235244055041595,1.35942722938342
"Tgtp1",-1.27996117866034,9.26637895036398e-09,7.88568848675975e-07,39.1208285530347,17.3299792282987
"Gadd45g",-1.30007802248805,9.41137189551105e-09,7.96714514023656e-07,10.4985410698379,4.05141004031486
"Kif2c",-1.41903102219547,9.56414539009269e-09,8.05430556314629e-07,19.829895849946,7.26579366092077
"Icosl",1.17278403917752,9.8844969242186e-09,8.28095496205651e-07,5.21608166690588,12.3100463106798
"Cd86",-1.11142857037707,1.02858592469261e-08,8.5727865032757e-07,59.6277231724476,26.6743240236389
"Gucy1a1",-3.26875624474738,1.04147681067029e-08,8.6357120778092e-07,0.936472346848671,0.128696110522291
"Rnf213",-1.10745356900191,1.07084079408853e-08,8.83389020388646e-07,37.6369052585954,15.7573090950708
"Ncapg",-1.72912643553231,1.11825864560514e-08,9.17823555370023e-07,22.0380147038135,6.33929845018617
"Mndal",-1.45580575788859,1.19945022122986e-08,9.79490435710385e-07,224.173430786347,83.6539369243328
"Esco2",-1.9613340455109,1.29795929250679e-08,1.05460823118303e-06,10.5191176823069,3.13457841623496
"Tex15",-3.15467544198047,1.31617824417547e-08,1.06406430150366e-06,0.422638344816092,0.0679276773823894
"Glis1",-3.01155801067046,1.32554543256966e-08,1.06630567657805e-06,6.18543270042988,0.592827199462884
"Stmn1",-1.06494805877394,1.42369701475012e-08,1.13959193225222e-06,586.384787804226,269.48492751039
"Rgs3",0.870475558583282,1.52563213216655e-08,1.21516975098527e-06,46.1762176892315,87.8862273000538
"Plk1",-1.40743827435567,1.59299464972936e-08,1.26260443585657e-06,30.4623920986598,11.0370504870876
"Cd38",0.995774705408272,1.78575855654051e-08,1.40848439515627e-06,65.8279258590943,137.851330747822
"Cenpm",-1.06206866079643,1.80919623411607e-08,1.4200433936613e-06,34.3726811259853,15.2207032130048
"Il18r1",-2.2370951410319,1.84361131404619e-08,1.43314189119293e-06,9.6549500218522,1.87593477000657
"Rfc4",-0.892980527592731,1.84104767006082e-08,1.43314189119293e-06,79.8419743352053,44.3789064739401
"Lztfl1",-1.15043109358329,1.91683914102106e-08,1.47735719187411e-06,14.0113943755857,6.50649429788074
"Srfbp1",-1.28310662620229,1.91876436572183e-08,1.47735719187411e-06,34.8001005822292,15.3939825049317
"Smc2",-1.58079580313039,1.93234837687567e-08,1.48076497183425e-06,55.7919254640029,18.987869736941
"Ncaph",-1.28627413123377,2.04712289339388e-08,1.55398732691482e-06,28.3453414547301,11.0693062629958
"Spaca9",1.72786073838678,2.04578494467728e-08,1.55398732691482e-06,4.4624910901995,16.0270415871774
"Neb",-2.04248200458098,2.24955478256045e-08,1.69967529342149e-06,1.94284717867261,0.835286647099844
"Gm10800",2.33691233466699,2.29681125762329e-08,1.7273088941633e-06,7.63628403300538,43.2910046279063
"Knstrn",-1.27812228040954,2.41820719648939e-08,1.81018482222393e-06,58.9806948742118,23.1370421617329
"Susd1",-1.64247840805479,2.48474294896131e-08,1.85141975768458e-06,24.3234693958853,6.7700488182627
"Gmnn",-0.96371646741355,2.54381576376854e-08,1.88674115065933e-06,84.6270645353436,42.2695770624245
"Camk2n1",1.35660862297018,3.06589561086923e-08,2.26358292840843e-06,0.5852890909203,1.6058461653414
"Plekhd1",2.66048798706957,3.37442394158806e-08,2.48004821416079e-06,0.237615152805862,1.0285703652749
"Coro2a",1.18097784795692,3.62326113016533e-08,2.65088276984811e-06,161.012394862216,589.000943127793
"Gm2423",7.95145040865347,3.92903188301017e-08,2.86164488812574e-06,8.75967796765836e-10,1.51321049881657
"Blk",2.87194922788109,4.11603166984181e-08,2.98439982375211e-06,0.271599988159005,2.05552126334527
"Trpm1",-2.36432895083999,4.31592665085638e-08,3.11536687579004e-06,8.00109790519528,1.36001146026698
"Rad51",-1.09163545336427,4.5649588924219e-08,3.28048090362532e-06,16.4656478019795,7.91388800116866
"Septin4",1.35085782505831,4.67203441760981e-08,3.34257188045721e-06,19.4126195156348,51.5268665940982
"Spdl1",-1.35967401753864,4.89472910885545e-08,3.48647026260281e-06,6.49881655035759,2.36535703683783
"Mlkl",-1.32688172992166,4.99806964015384e-08,3.52898637605447e-06,26.0614381936849,9.95880117395107
"Rad54b",-1.40012120982881,4.9826017488626e-08,3.52898637605447e-06,5.45102025223099,1.73960426607035
"Mrgpre",1.29484589417769,5.04441495850442e-08,3.5462237158286e-06,1.868905806635,4.90426941864264
"Igflr1",1.454164716281,5.50664173771397e-08,3.85441083364057e-06,33.1004813385388,99.363982213131
"Knl1",-1.79466867878522,5.76054445380625e-08,4.01475186524109e-06,10.5038912350059,2.32753872194664
"Zranb3",-1.62016862151205,5.98144055474071e-08,4.15081168796577e-06,2.60859587916859,1.06827067702765
"Lyst",-1.29591822763611,6.22002644162745e-08,4.29793194592625e-06,12.7382254670941,4.83810238789371
"Epsti1",-0.976055944400315,6.32194486066316e-08,4.3497670830665e-06,177.181077422497,87.0215275598322
"Gpsm2",-1.47698049531178,6.45787068766742e-08,4.42446233681757e-06,3.57382308946692,1.25821095297268
"Arhgap11a",-1.28819528958994,6.932135425863e-08,4.72935433336619e-06,3.58686855533085,1.39453139558021
"Zc2hc1a",1.80793189449038,7.17001992929158e-08,4.87109463179477e-06,0.80461635774862,3.1767487727595
"Fcer2a",2.37371335687225,7.2272950541387e-08,4.88696630125672e-06,1.1108679806508,6.57971577300335
"Gm44502",-7.93111513017513,7.25383086339051e-08,4.88696630125672e-06,0.164075710701472,1.34078061948965e-09
"Capn3",-2.19495856688084,7.42184452497551e-08,4.97941095951573e-06,47.2701687382552,9.46239097526603
"Rabac1",0.875303850005962,8.17597014136265e-08,5.46269674445011e-06,73.1629345688985,145.075169196637
"Pdlim1",-1.60010546508764,8.32999110637002e-08,5.54270066662127e-06,35.3647673157444,10.826088586263
"Gm28661",-4.78100825660702,8.40095416485195e-08,5.56700933981521e-06,2.04798840859808,0.0557590865856905
"Ect2",-1.3888666718781,8.59250082545449e-08,5.67069983048056e-06,9.93000308101126,3.8697023613457
"Phf11d",-1.35325163590287,8.69479955157192e-08,5.7148867459092e-06,43.4731831546927,16.5491296774102
"H2bc15",-1.79863928569445,9.04003709957835e-08,5.88141492841921e-06,13.0501935914788,3.49757664137065
"Itga2",1.75290977666894,9.02623599670225e-08,5.88141492841921e-06,0.76838180345478,3.04065829262593
"Klrb1",1.1881556074012,9.05728441571144e-08,5.88141492841921e-06,15.7653065136369,38.491320186993
"Fcrla",2.68180901455604,9.49294582263114e-08,6.13965764024492e-06,0.431565810369589,3.89555799331037
"Camp",4.14772288915084,9.84243991426743e-08,6.31517503864246e-06,2.98839302993474,68.8382652199101
"Slc16a6",1.16191347839154,9.82208506284936e-08,6.31517503864246e-06,8.71997430155847,22.5941642807008
"Dusp6",0.811934979384712,1.00044583780909e-07,6.39375839981625e-06,50.7947981265345,93.7734700088298
"Ighd",1.6287509587237,1.00882952149289e-07,6.42131580983521e-06,14.1023084757222,47.814878793785
"Tcf19",-1.07058072293659,1.01270055755333e-07,6.42131580983521e-06,32.928729097727,15.3382313707401
"Ppp2r2c",1.93681528698345,1.02362782280093e-07,6.46524932299541e-06,0.918294248770853,1.79201354195113
"Fbln1",-4.26249551865927,1.04248588361785e-07,6.53331560163451e-06,0.582646951596245,0.0217774512455403
"Ncoa7",-1.08150577805002,1.04183666006479e-07,6.53331560163451e-06,7.92498453578203,2.80010030303132
"9930012K11Rik",0.925268777319486,1.08509793193846e-07,6.74805710058189e-06,5.204548853506,10.5466037071232
"Trav16n",-3.27242041394753,1.08250794751798e-07,6.74805710058189e-06,21.9307981821709,1.93405916753262
